game_id,game_date,home_team,away_team,home_win_pct,away_win_pct,home_pythagorean,away_pythagorean,home_ops,away_ops,home_era,away_era,home_fip,away_fip,home_k_rate,away_k_rate,home_bb_rate,away_bb_rate,home_iso,away_iso,home_recent_form,away_recent_form,recent_form_diff,enhanced_form_momentum,win_pct_diff,pythagorean_diff,run_diff_diff,era_diff,ops_diff,fip_diff,k_rate_diff,bb_rate_diff,iso_diff,home_field_centered,rest_advantage,bullpen_fatigue_diff,home_bullpen_fatigue,away_bullpen_fatigue,games_played_diff,quality_home_advantage,offensive_edge,home_off_def_combo,away_off_def_combo,home_score,away_score,h2h_advantage,h2h_games_sample,series_game_number,series_fatigue,stadium_run_factor,is_dome_game,cross_country_travel,seasonal_offense_boost,pitcher_era_advantage,pitcher_fip_advantage,pitcher_k_rate_advantage,pitcher_control_advantage,pitcher_experience_advantage,pitcher_quality_advantage,pitcher_combined_advantage,is_weekend_game,is_friday_game,season_fatigue_factor,late_season_boost
778506,2025-03-31,Chicago White Sox,Minnesota Twins,0.3592233009708738,0.4803921568627451,0.414307731826355,0.4897388229482196,0.652,0.713,4.09,4.17,4.45,3.8,0.233,0.223,0.09,0.079,0.13,0.16,0.3133886521281228,0.26199527223080266,0.051393379897320124,-0.038758650944598204,-0.12116885589187132,-0.07543109112186458,-63,0.08000000000000007,-0.06099999999999994,-0.6500000000000004,0.010000000000000009,-0.010999999999999996,-0.03,0.023662374219206028,0.0,-0.6,0.6,0.0,0,-0.001784878705888589,-0.00488,1.0620000000000003,1.0430000000000001,9.0,0.0,0.0,0,1,0.0,0.95,0,0.0,-0.050000000000000044,0.2250000000000001,0.20000000000000018,0.04800000000000004,-0.11499999999999999,-0.61,0.02120833333333344,0.10178125000000009,0,0,0.016666666666666666,0
778507,2025-03-31,Toronto Blue Jays,Washington Nationals,0.5922330097087378,0.4019607843137255,0.5418170594346077,0.3902439024390244,0.745,0.7,4.09,5.2,4.27,4.47,0.173,0.205,0.088,0.078,0.15,0.144,0.6250282726532108,0.361448991840921,0.2635792808122898,0.24774548210881994,0.19027222539501232,0.15157315699558327,149,1.1100000000000003,0.04500000000000004,0.20000000000000018,-0.032,-0.009999999999999995,0.006000000000000005,0.21999999999999997,0.0,0.10000000000000009,0.5,0.6000000000000001,-1,0.033346094539028315,0.04995000000000006,1.1550000000000002,0.0,5.0,2.0,0.0,0,1,0.0,0.99,1,0.0,-0.050000000000000044,-0.6000000000000001,-1.38,-0.13,-0.10500000000000002,-0.14,-0.2128750000000001,-0.56868125,0,0,0.016666666666666666,0
778508,2025-03-31,Tampa Bay Rays,Pittsburgh Pirates,0.5145631067961165,0.4077669902912621,0.570598018833313,0.4191702823667894,0.728,0.643,3.85,3.84,4.22,3.9,0.22,0.238,0.081,0.084,0.148,0.11,0.5507189479486125,0.20535692739344516,0.3453620205551674,0.25818915439994133,0.10679611650485438,0.15142773646652358,126,-0.010000000000000231,0.08499999999999996,-0.31999999999999984,-0.017999999999999988,0.0030000000000000027,0.03799999999999999,0.14283534065965187,0.0,0.0,0.8999999999999999,0.8999999999999999,0,0.021629232323515882,-0.0008500000000000193,1.3780000000000001,1.303,6.0,1.0,0.0,2,1,0.0,0.98,1,0.0,-0.050000000000000044,0.845,0.2749999999999999,0.09200000000000003,0.0,0.3299999999999999,0.2843333333333333,0.34105,0,0,0.016666666666666666,0
778502,2025-03-31,Philadelphia Phillies,Colorado Rockies,0.5686274509803921,0.2549019607843137,0.5716286769387495,0.2640739153286257,0.735,0.68,3.71,5.54,3.6,4.86,0.208,0.264,0.09,0.07,0.154,0.151,0.6167744307124245,0.3691829742879563,0.24759145642446823,0.20730710899237959,0.3137254901960784,0.30755476161012385,310,1.83,0.05499999999999994,1.2600000000000002,-0.05600000000000002,-0.01999999999999999,0.0030000000000000027,0.21999999999999997,0.0,0.2999999999999998,0.6000000000000001,0.8999999999999999,1,0.06766204755422724,0.10064999999999989,1.525,-0.3600000000000003,6.0,1.0,0.0,0,1,0.0,0.969,0,0.0,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.016666666666666666,0
778509,2025-03-31,Miami Marlins,New York Mets,0.4752475247524752,0.5728155339805825,0.4412522031611502,0.5523643740308551,0.707,0.733,4.48,3.59,4.1,3.81,0.208,0.21,0.078,0.092,0.139,0.169,0.6903176442530939,0.41152760373512354,0.2787900405179704,-0.05272036142432353,-0.09756800922810727,-0.11111217086970493,-99,-0.8900000000000006,-0.026000000000000023,-0.2899999999999996,-0.0020000000000000018,0.013999999999999999,-0.03,-0.0018006048946698217,-0.46211715726000974,-0.29999999999999993,0.8999999999999999,0.6,-1,0.00020006911872538026,0.023140000000000036,0.7269999999999994,1.6430000000000002,4.0,10.0,-0.33333333333333337,6,1,0.0,0.93,1,0.0,-0.050000000000000044,-1.1700000000000002,-0.44000000000000017,-0.028000000000000247,0.075,-0.27799999999999997,-0.3000750000000001,-0.44186125000000015,0,0,0.016666666666666666,0
778511,2025-03-31,Cincinnati Reds,Texas Rangers,0.5145631067961165,0.5145631067961165,0.5386162755257543,0.5788277918001217,0.714,0.673,3.91,3.19,4.14,3.62,0.228,0.225,0.088,0.079,0.148,0.145,0.3409349580308376,0.6253266005566418,-0.2843916425258042,0.0008359798661159087,0.0,-0.040211516274367365,-26,-0.7200000000000002,0.040999999999999925,-0.5199999999999996,0.0030000000000000027,-0.008999999999999994,0.0030000000000000027,0.09504696998082585,0.0,0.29999999999999993,0.6,0.8999999999999999,1,-0.003821982780213285,-0.029519999999999956,1.3039999999999998,1.983,14.0,3.0,-0.5,2,1,0.0,1.007,0,0.0,-0.050000000000000044,0.41000000000000014,0.2250000000000001,0.02799999999999997,-0.11000000000000003,0.4689999999999999,0.06268333333333331,0.15725250000000005,0,0,0.016666666666666666,0
778505,2025-03-31,Houston Astros,San Francisco Giants,0.5825242718446602,0.5242718446601942,0.5721531022416252,0.5225271093233569,0.731,0.687,3.6,3.62,3.69,3.63,0.21,0.2269999999999999,0.078,0.093,0.149,0.144,0.6123012349589988,0.6669858436117266,-0.05468460865272784,-0.00803571428571429,0.058252427184465994,0.0496259929182683,42,0.020000000000000018,0.04399999999999993,-0.06000000000000005,-0.016999999999999904,0.015,0.0050000000000000044,0.10186418879281267,0.46211715726000974,0.0,0.6,0.6,0,0.005055111511657267,0.0008799999999999994,1.6309999999999998,1.5670000000000002,2.0,7.0,0.0,0,1,0.0,0.99,1,0.0,-0.050000000000000044,1.0350000000000001,-0.30000000000000027,0.09599999999999997,-0.014999999999999458,-0.05899999999999998,0.06044166666666684,0.20976625000000007,0,0,0.016666666666666666,0
778496,2025-03-31,Seattle Mariners,Detroit Tigers,0.5339805825242718,0.5769230769230769,0.5204435477332691,0.5699249869163227,0.736,0.736,3.91,3.83,4.03,3.83,0.23,0.2319999999999999,0.088,0.085,0.165,0.168,0.507241695732331,0.1,0.40724169573233104,0.2225849561523375,-0.04294249439880504,-0.04948143918305359,-46,-0.08000000000000007,0.0,-0.20000000000000018,-0.0019999999999998908,-0.002999999999999989,-0.0030000000000000027,0.048097264642022464,-0.46211715726000974,-0.09999999999999998,0.6,0.5,-1,-0.002379921875255468,-0.0,1.3259999999999996,1.4059999999999997,6.0,9.0,0.0,0,1,0.0,0.9309999999999999,0,0.0,-0.050000000000000044,-0.625,-0.23499999999999988,-0.04199999999999998,0.17,0.2809999999999999,-0.020516666666666683,-0.20097749999999998,0,0,0.016666666666666666,0
778503,2025-03-31,St. Louis Cardinals,Los Angeles Angels,0.5096153846153846,0.4757281553398058,0.4978768673199845,0.4309030323368037,0.718,0.716,4.25,4.67,3.86,4.66,0.203,0.257,0.0819999999999999,0.079,0.142,0.176,0.8074420049131303,0.5641562111923802,0.2432857937207501,0.2910321495991986,0.0338872292755788,0.06697383498318077,65,0.41999999999999993,0.0020000000000000018,0.8000000000000003,-0.05399999999999999,-0.0029999999999999055,-0.034,0.14025975046115235,0.0,0.6,0.0,0.6,0,0.00939373338216733,0.0008400000000000006,0.968,0.5460000000000003,4.0,5.0,0.0,0,1,0.0,0.9594999999999999,0,0.0,-0.050000000000000044,-0.38500000000000023,0.13000000000000034,-0.02999999999999997,0.19,-0.10200000000000004,0.02094999999999997,-0.038107499999999975,0,0,0.016666666666666666,0
778499,2025-03-31,San Diego Padres,Cleveland Guardians,0.5339805825242718,0.5,0.5171939311277143,0.4574463989005814,0.69,0.67,3.65,3.92,3.9,4.09,0.19,0.223,0.085,0.088,0.13,0.148,0.8030858060413426,0.6086303505663679,0.19445545547497467,0.11612007506212048,0.03398058252427183,0.05974753222713286,49,0.27,0.019999999999999907,0.18999999999999995,-0.033,0.002999999999999989,-0.017999999999999988,0.12136472723666747,0.0,-0.3,0.6,0.3,-1,0.007251242951809979,0.005399999999999975,1.54,1.25,7.0,2.0,0.0,2,1,0.0,0.9215,0,0.0,-0.050000000000000044,-0.44499999999999984,0.1499999999999999,0.0020000000000000018,0.020000000000000018,-0.522,-0.06046666666666661,-0.07941999999999998,0,0,0.016666666666666666,0
778500,2025-03-31,Los Angeles Dodgers,Atlanta Braves,0.5825242718446602,0.4356435643564356,0.5640623935699203,0.488181320339305,0.774,0.705,4.28,4.05,4.27,4.04,0.216,0.228,0.094,0.091,0.19,0.145,0.8874317293767409,0.15836066369589946,0.7290710656808415,0.32770332157577925,0.14688070748822457,0.07588107323061527,76,-0.23000000000000043,0.06900000000000006,-0.22999999999999954,-0.01200000000000001,-0.0030000000000000027,0.04500000000000001,0.16649085663676622,0.46211715726000974,0.09999999999999998,0.5,0.6,1,0.012633504884682326,-0.015870000000000044,0.9939999999999998,1.1550000000000002,6.0,1.0,0.0,0,1,0.0,0.8929999999999999,0,0.02,-0.050000000000000044,0.53,0.29499999999999993,0.12,0.0,-0.75,0.15083333333333337,0.25287499999999996,0,0,0.016666666666666666,0
778512,2025-03-31,Baltimore Orioles,Boston Red Sox,0.4411764705882353,0.5288461538461539,0.3875096566163216,0.5557264825782632,0.698,0.75,4.99,3.79,4.56,3.91,0.235,0.237,0.074,0.084,0.158,0.175,0.4407010340031682,0.33472166965831474,0.10597936434485344,0.022941876338709893,-0.08766968325791857,-0.1682168259619416,-161,-1.2000000000000002,-0.052000000000000046,-0.6499999999999995,-0.0020000000000000018,0.010000000000000009,-0.016999999999999987,-0.007011694578958505,0.0,0.3999999999999999,0.5,0.8999999999999999,0,0.0011794850066869523,0.062400000000000067,0.20800000000000018,1.46,8.0,5.0,0.0,2,1,0.0,0.9784999999999999,0,0.0,-0.050000000000000044,-0.8300000000000001,-0.3600000000000001,0.035999999999999976,0.015000000000000013,-0.027999999999999973,-0.20424166666666665,-0.31868625,0,0,0.016666666666666666,0
778486,2025-04-01,Seattle Mariners,Detroit Tigers,0.5339805825242718,0.5769230769230769,0.5204435477332691,0.5699249869163227,0.736,0.736,3.91,3.83,4.03,3.83,0.23,0.2319999999999999,0.088,0.085,0.165,0.168,0.39157453215259946,0.32453182213953824,0.06704271001306122,0.24120428361134633,-0.04294249439880504,-0.04948143918305359,-46,-0.08000000000000007,0.0,-0.20000000000000018,-0.0019999999999998908,-0.002999999999999989,-0.0030000000000000027,0.048097264642022464,0.0,-0.5,1.0,0.5,-1,-0.002379921875255468,-0.0,1.3259999999999996,1.4059999999999997,1.0,4.0,-0.5,1,2,0.02,0.9309999999999999,0,0.0,-0.050000000000000044,0.16500000000000004,0.5499999999999998,0.308,0.015000000000000499,-0.2510000000000001,0.20772500000000016,0.27375875000000005,0,0,0.022222222222222223,0
778497,2025-04-01,Miami Marlins,New York Mets,0.4752475247524752,0.5728155339805825,0.4412522031611502,0.5523643740308551,0.707,0.733,4.48,3.59,4.1,3.81,0.208,0.21,0.078,0.092,0.139,0.169,0.5402282113452073,0.5743196856694903,-0.034091474324283055,-0.1948273545223087,-0.09756800922810727,-0.11111217086970493,-99,-0.8900000000000006,-0.026000000000000023,-0.2899999999999996,-0.0020000000000000018,0.013999999999999999,-0.03,-0.0018006048946698217,0.0,-0.30000000000000004,0.8,0.5,-1,0.00020006911872538026,0.023140000000000036,0.7269999999999994,1.6430000000000002,4.0,2.0,-0.35714285714285715,7,2,0.02,0.93,1,0.0,-0.050000000000000044,-2.435,-0.5800000000000003,-0.1500000000000002,0.12499999999999997,0.23799999999999996,-0.43675833333333336,-0.8305137500000002,0,0,0.022222222222222223,0
778495,2025-04-01,St. Louis Cardinals,Los Angeles Angels,0.5096153846153846,0.4757281553398058,0.4978768673199845,0.4309030323368037,0.718,0.716,4.25,4.67,3.86,4.66,0.203,0.257,0.0819999999999999,0.079,0.142,0.176,0.6179361409995732,0.6721642321707917,-0.05422809117121852,0.2978158939361567,0.0338872292755788,0.06697383498318077,65,0.41999999999999993,0.0020000000000000018,0.8000000000000003,-0.05399999999999999,-0.0029999999999999055,-0.034,0.14025975046115235,0.0,0.7,0.19999999999999998,0.8999999999999999,0,0.00939373338216733,0.0008400000000000006,0.968,0.5460000000000003,7.0,9.0,-0.5,1,2,0.02,0.9594999999999999,0,0.0,-0.050000000000000044,0.395,0.6550000000000002,0.068,0.029999999999999506,-0.0010000000000000852,0.2495166666666665,0.3180275,0,0,0.022222222222222223,0
778488,2025-04-01,Milwaukee Brewers,Kansas City Royals,0.5980392156862745,0.4854368932038835,0.6099994387783736,0.4706136560069144,0.708,0.679,3.58,3.5,3.9,3.85,0.21,0.186,0.089,0.064,0.133,0.135,0.1310290413100222,0.5840072302196697,-0.45297818890964753,-0.38991091374820364,0.11260232248239099,0.1393857827714592,120,-0.08000000000000007,0.028999999999999915,-0.04999999999999982,0.023999999999999994,-0.024999999999999994,-0.0020000000000000018,0.14120716319036686,0.0,-0.6000000000000001,0.8,0.19999999999999998,0,0.01968227097422646,-0.0023199999999999952,1.6280000000000001,1.6790000000000003,5.0,0.0,-0.16666666666666669,3,2,0.02,0.95,0,0.0,-0.050000000000000044,0.5450000000000002,0.5,0.07599999999999996,-0.03499999999999996,-0.05,0.2242083333333333,0.30483125000000005,0,0,0.022222222222222223,0
778490,2025-04-01,Chicago White Sox,Minnesota Twins,0.3592233009708738,0.4803921568627451,0.414307731826355,0.4897388229482196,0.652,0.713,4.09,4.17,4.45,3.8,0.233,0.223,0.09,0.079,0.13,0.16,0.47193183204932815,0.2032053095346896,0.2687265225146386,0.05457650896275773,-0.12116885589187132,-0.07543109112186458,-63,0.08000000000000007,-0.06099999999999994,-0.6500000000000004,0.010000000000000009,-0.010999999999999996,-0.03,0.023662374219206028,0.0,-0.5,0.5,0.0,0,-0.001784878705888589,-0.00488,1.0620000000000003,1.0430000000000001,3.0,8.0,0.5,1,2,0.02,0.95,0,0.0,-0.050000000000000044,-0.06000000000000005,0.23499999999999988,0.03799999999999998,0.014999999999999458,0.10200000000000004,0.06325833333333308,0.06308874999999983,0,0,0.022222222222222223,0
778489,2025-04-01,Houston Astros,San Francisco Giants,0.5825242718446602,0.5242718446601942,0.5721531022416252,0.5225271093233569,0.731,0.687,3.6,3.62,3.69,3.63,0.21,0.2269999999999999,0.078,0.093,0.149,0.144,0.4541859731846697,0.740767803482363,-0.28658183029769335,-0.12985590159880933,0.058252427184465994,0.0496259929182683,42,0.020000000000000018,0.04399999999999993,-0.06000000000000005,-0.016999999999999904,0.015,0.0050000000000000044,0.10186418879281267,0.0,0.3,0.3,0.6,1,0.005055111511657267,0.0008799999999999994,1.6309999999999998,1.5670000000000002,1.0,3.0,-0.5,1,2,0.02,0.99,1,0.0,-0.050000000000000044,-0.71,-1.1,-0.07400000000000001,0.04,-0.9919999999999999,-0.4439666666666668,-0.527895,0,0,0.022222222222222223,0
778485,2025-04-01,San Diego Padres,Cleveland Guardians,0.5339805825242718,0.5,0.5171939311277143,0.4574463989005814,0.69,0.67,3.65,3.92,3.9,4.09,0.19,0.223,0.085,0.088,0.13,0.148,0.8519493821213315,0.47429847630126526,0.3776509058200663,0.14516621091811255,0.03398058252427183,0.05974753222713286,49,0.27,0.019999999999999907,0.18999999999999995,-0.033,0.002999999999999989,-0.017999999999999988,0.12136472723666747,0.0,0.0,0.3,0.3,0,0.007251242951809979,0.005399999999999975,1.54,1.25,7.0,0.0,0.16666666666666663,3,2,0.02,0.9215,0,0.0,-0.050000000000000044,1.495,0.8200000000000001,0.12399999999999994,0.059999999999999984,-0.6579999999999999,0.4353000000000002,0.677845,0,0,0.022222222222222223,0
778487,2025-04-01,Los Angeles Dodgers,Atlanta Braves,0.5825242718446602,0.4356435643564356,0.5640623935699203,0.488181320339305,0.774,0.705,4.28,4.05,4.27,4.04,0.216,0.228,0.094,0.091,0.19,0.145,0.9,0.12589224821481984,0.7741077517851802,0.43598201008200677,0.14688070748822457,0.07588107323061527,76,-0.23000000000000043,0.06900000000000006,-0.22999999999999954,-0.01200000000000001,-0.0030000000000000027,0.04500000000000001,0.16649085663676622,0.0,0.3,0.0,0.3,1,0.012633504884682326,-0.015870000000000044,0.9939999999999998,1.1550000000000002,3.0,1.0,0.5,1,2,0.02,0.8929999999999999,0,0.02,-0.050000000000000044,-1.1050000000000002,-1.025,-0.188,-0.15,0.09900000000000006,-0.5473166666666667,-0.6746975,0,0,0.022222222222222223,0
778492,2025-04-01,New York Yankees,Arizona Diamondbacks,0.5490196078431373,0.4854368932038835,0.6097560975609756,0.5135897223248415,0.787,0.775,3.89,4.58,3.95,4.29,0.226,0.204,0.099,0.092,0.201,0.193,0.6660479948171395,0.4692360275333425,0.19681196728379702,0.18700684984630608,0.0635827146392538,0.09616637523613414,92,0.69,0.01200000000000001,0.33999999999999986,0.02200000000000002,-0.007000000000000006,0.008000000000000007,0.1217326485931125,0.0,0.2999999999999998,0.6000000000000002,0.9,0,0.011706587563093713,0.008280000000000006,1.3969999999999998,0.6949999999999998,5.0,7.0,0.0,0,1,0.0,0.9594999999999999,0,0.0,-0.050000000000000044,-1.125,0.11999999999999988,0.05800000000000005,-0.04499999999999997,0.34900000000000003,-0.17044166666666666,-0.27196625,0,0,0.022222222222222223,0
778498,2025-04-01,Cincinnati Reds,Texas Rangers,0.5145631067961165,0.5145631067961165,0.5386162755257543,0.5788277918001217,0.714,0.673,3.91,3.19,4.14,3.62,0.228,0.225,0.088,0.079,0.148,0.145,0.5048897536385016,0.4994972019967836,0.005392551641718035,0.22840482764674186,0.0,-0.040211516274367365,-26,-0.7200000000000002,0.040999999999999925,-0.5199999999999996,0.0030000000000000027,-0.008999999999999994,0.0030000000000000027,0.09504696998082585,0.0,0.0,1.0,1.0,0,-0.003821982780213285,-0.029519999999999956,1.3039999999999998,1.983,0.0,1.0,-0.16666666666666669,3,2,0.02,1.007,0,0.0,-0.050000000000000044,-2.25,-1.9,-0.17400000000000004,-0.3849999999999995,-0.779,-0.8331416666666664,-1.25502125,0,0,0.022222222222222223,0
778491,2025-04-01,Toronto Blue Jays,Washington Nationals,0.5922330097087378,0.4019607843137255,0.5418170594346077,0.3902439024390244,0.745,0.7,4.09,5.2,4.27,4.47,0.173,0.205,0.088,0.078,0.15,0.144,0.7079584962691364,0.27514138406740907,0.43281711220172736,0.2118252356368528,0.19027222539501232,0.15157315699558327,149,1.1100000000000003,0.04500000000000004,0.20000000000000018,-0.032,-0.009999999999999995,0.006000000000000005,0.21999999999999997,0.0,0.10000000000000009,0.8,0.9000000000000001,0,0.033346094539028315,0.04995000000000006,1.1550000000000002,0.0,5.0,3.0,0.5,1,2,0.02,0.99,1,0.0,-0.050000000000000044,-0.48,0.2650000000000001,-0.07399999999999995,0.25,-0.5409999999999999,-0.03489999999999993,-0.03628499999999995,0,0,0.022222222222222223,0
778493,2025-04-01,Tampa Bay Rays,Pittsburgh Pirates,0.5145631067961165,0.4077669902912621,0.570598018833313,0.4191702823667894,0.728,0.643,3.85,3.84,4.22,3.9,0.22,0.238,0.081,0.084,0.148,0.11,0.66291833100929,0.1512062246501199,0.5117121063591701,0.38223449529539333,0.10679611650485438,0.15142773646652358,126,-0.010000000000000231,0.08499999999999996,-0.31999999999999984,-0.017999999999999988,0.0030000000000000027,0.03799999999999999,0.14283534065965187,0.0,0.0,0.6,0.6,0,0.021629232323515882,-0.0008500000000000193,1.3780000000000001,1.303,7.0,0.0,0.16666666666666663,3,2,0.02,0.98,1,0.0,-0.050000000000000044,2.7350000000000003,1.755,0.10400000000000004,0.20000000000000004,1.06,0.24999999999999997,1.2108,0,0,0.022222222222222223,0
778478,2025-04-02,Toronto Blue Jays,Washington Nationals,0.5922330097087378,0.4019607843137255,0.5418170594346077,0.3902439024390244,0.745,0.7,4.09,5.2,4.27,4.47,0.173,0.205,0.088,0.078,0.15,0.144,0.7787475931190864,0.2130155463101549,0.5657320468089315,0.24825843210836357,0.19027222539501232,0.15157315699558327,149,1.1100000000000003,0.04500000000000004,0.20000000000000018,-0.032,-0.009999999999999995,0.006000000000000005,0.21999999999999997,0.0,-0.29999999999999993,0.8999999999999999,0.6,0,0.033346094539028315,0.04995000000000006,1.1550000000000002,0.0,4.0,2.0,0.5,2,3,0.04,0.99,1,0.0,-0.050000000000000044,-1.1150000000000002,-1.125,-0.12,-0.13499999999999998,-0.91,-0.4822916666666667,-0.6765937500000001,0,0,0.027777777777777776,0
778472,2025-04-02,Los Angeles Dodgers,Atlanta Braves,0.5825242718446602,0.4356435643564356,0.5640623935699203,0.488181320339305,0.774,0.705,4.28,4.05,4.27,4.04,0.216,0.228,0.094,0.091,0.19,0.145,0.9,0.10067979986678449,0.7993202001332156,0.44252549118734064,0.14688070748822457,0.07588107323061527,76,-0.23000000000000043,0.06900000000000006,-0.22999999999999954,-0.01200000000000001,-0.0030000000000000027,0.04500000000000001,0.16649085663676622,0.0,0.0,0.3,0.3,1,0.012633504884682326,-0.015870000000000044,0.9939999999999998,1.1550000000000002,6.0,5.0,0.5,2,3,0.04,0.8929999999999999,0,0.02,-0.050000000000000044,1.815,0.1349999999999998,-0.194,-0.4649999999999999,-0.752,0.10890833333333333,0.39528624999999995,0,0,0.027777777777777776,0
778477,2025-04-02,Milwaukee Brewers,Kansas City Royals,0.5980392156862745,0.4854368932038835,0.6099994387783736,0.4706136560069144,0.708,0.679,3.58,3.5,3.9,3.85,0.21,0.186,0.089,0.064,0.133,0.135,0.33371522536285503,0.44582281339443725,-0.11210758803158222,-0.21896923877021413,0.11260232248239099,0.1393857827714592,120,-0.08000000000000007,0.028999999999999915,-0.04999999999999982,0.023999999999999994,-0.024999999999999994,-0.0020000000000000018,0.14120716319036686,0.0,-0.2,0.2,0.0,0,0.01968227097422646,-0.0023199999999999952,1.6280000000000001,1.6790000000000003,3.0,2.0,0.0,4,3,0.04,0.95,0,0.0,-0.050000000000000044,1.1649999999999998,-0.625,-0.21799999999999997,-0.03500000000000003,0.68,0.08470833333333339,0.09885624999999995,0,0,0.027777777777777776,0
778476,2025-04-02,San Diego Padres,Cleveland Guardians,0.5339805825242718,0.5,0.5171939311277143,0.4574463989005814,0.69,0.67,3.65,3.92,3.9,4.09,0.19,0.223,0.085,0.088,0.13,0.148,0.8815333323877181,0.3624619915442214,0.5190713408434968,0.3424109137482036,0.03398058252427183,0.05974753222713286,49,0.27,0.019999999999999907,0.18999999999999995,-0.033,0.002999999999999989,-0.017999999999999988,0.12136472723666747,0.0,0.0,0.0,0.0,0,0.007251242951809979,0.005399999999999975,1.54,1.25,5.0,2.0,0.25,4,3,0.04,0.9215,0,0.0,-0.050000000000000044,-0.6849999999999998,0.4849999999999999,0.26599999999999996,-0.00999999999999994,0.69,0.11308333333333331,0.018662500000000012,0,0,0.027777777777777776,0
778469,2025-04-02,Seattle Mariners,Detroit Tigers,0.5339805825242718,0.5769230769230769,0.5204435477332691,0.5699249869163227,0.736,0.736,3.91,3.83,4.03,3.83,0.23,0.2319999999999999,0.088,0.085,0.165,0.168,0.3126487412602206,0.4789969456683595,-0.1663482044081389,-0.0037937528480290646,-0.04294249439880504,-0.04948143918305359,-46,-0.08000000000000007,0.0,-0.20000000000000018,-0.0019999999999998908,-0.002999999999999989,-0.0030000000000000027,0.048097264642022464,0.0,-0.19999999999999996,1.0,0.8,-1,-0.002379921875255468,-0.0,1.3259999999999996,1.4059999999999997,3.0,2.0,-0.5,2,3,0.04,0.9309999999999999,0,0.0,-0.050000000000000044,-0.5549999999999999,-0.85,-0.25400000000000006,-0.19499999999999995,-0.07200000000000002,-0.3434999999999999,-0.48282499999999995,0,0,0.027777777777777776,0
778479,2025-04-02,Tampa Bay Rays,Pittsburgh Pirates,0.5145631067961165,0.4077669902912621,0.570598018833313,0.4191702823667894,0.728,0.643,3.85,3.84,4.22,3.9,0.22,0.238,0.081,0.084,0.148,0.11,0.7380087309567855,0.11081575324347925,0.6271929777133063,0.359594354442371,0.10679611650485438,0.15142773646652358,126,-0.010000000000000231,0.08499999999999996,-0.31999999999999984,-0.017999999999999988,0.0030000000000000027,0.03799999999999999,0.14283534065965187,0.0,0.1,0.19999999999999998,0.3,0,0.021629232323515882,-0.0008500000000000193,1.3780000000000001,1.303,2.0,4.0,0.25,4,3,0.04,0.98,1,0.0,-0.050000000000000044,-0.84,-1.035,-0.07200000000000006,-0.075,-0.06900000000000006,-0.4377249999999998,-0.5600587499999999,0,0,0.027777777777777776,0
778481,2025-04-02,Miami Marlins,New York Mets,0.4752475247524752,0.5728155339805825,0.4412522031611502,0.5523643740308551,0.707,0.733,4.48,3.59,4.1,3.81,0.208,0.21,0.078,0.092,0.139,0.169,0.6416180796951491,0.4312693524769779,0.21034872721817116,-0.12255865007977153,-0.09756800922810727,-0.11111217086970493,-99,-0.8900000000000006,-0.026000000000000023,-0.2899999999999996,-0.0020000000000000018,0.013999999999999999,-0.03,-0.0018006048946698217,0.0,-0.30000000000000004,0.8,0.5,-1,0.00020006911872538026,0.023140000000000036,0.7269999999999994,1.6430000000000002,5.0,6.0,-0.25,8,3,0.04,0.93,1,0.0,-0.050000000000000044,-2.42,-0.6800000000000002,-0.14,0.10500000000000002,-0.85,-0.259625,-0.8261937500000001,0,0,0.027777777777777776,0
778475,2025-04-02,Houston Astros,San Francisco Giants,0.5825242718446602,0.5242718446601942,0.5721531022416252,0.5225271093233569,0.731,0.687,3.6,3.62,3.69,3.63,0.21,0.2269999999999999,0.078,0.093,0.149,0.144,0.3478312700101378,0.7959784097596102,-0.4481471397494724,-0.18287129490890539,0.058252427184465994,0.0496259929182683,42,0.020000000000000018,0.04399999999999993,-0.06000000000000005,-0.016999999999999904,0.015,0.0050000000000000044,0.10186418879281267,0.0,0.3,0.3,0.6,1,0.005055111511657267,0.0008799999999999994,1.6309999999999998,1.5670000000000002,3.0,6.0,-0.5,2,3,0.04,0.99,1,0.0,-0.050000000000000044,0.21999999999999997,0.29499999999999993,0.07200000000000001,0.06499999999999999,0.2690000000000001,0.1753083333333334,0.17919625,0,0,0.027777777777777776,0
778483,2025-04-02,Baltimore Orioles,Boston Red Sox,0.4411764705882353,0.5288461538461539,0.3875096566163216,0.5557264825782632,0.698,0.75,4.99,3.79,4.56,3.91,0.235,0.237,0.074,0.084,0.158,0.175,0.5651102185477191,0.2541232325170692,0.31098698603064995,0.12849351126013644,-0.08766968325791857,-0.1682168259619416,-161,-1.2000000000000002,-0.052000000000000046,-0.6499999999999995,-0.0020000000000000018,0.010000000000000009,-0.016999999999999987,-0.007011694578958505,0.0,0.0,0.8,0.8,0,0.0011794850066869523,0.062400000000000067,0.20800000000000018,1.46,0.0,3.0,0.16666666666666663,3,2,0.02,0.9784999999999999,0,0.0,-0.050000000000000044,-1.7950000000000002,-1.505,-0.2840000000000002,0.125,-0.6809999999999999,-0.6518583333333334,-0.96082875,0,0,0.027777777777777776,0
